seat_name,url_for_checking,cand_name,cand_party,cand_party_short,cand_votes,total_votes,cand_vote_share_percent,cand_position
Wazirpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0517.htm,Hira Lal,Bahujan Samaj Party,BSP,1047,106788,1.0,4
Wazirpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0517.htm,Aakash Goel,Independent,Ind.,234,106788,0.2,5
Wazirpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0517.htm,Devender Kumar,Communist Party of India,CPI,190,106788,0.2,6
Wazirpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0517.htm,Mukesh Jain,Independent,Ind.,173,106788,0.2,7
Wazirpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0517.htm,Mahesh Bansal,Right to Recall Party,RRP,64,106788,0.1,8
Wazirpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0517.htm,Sheela Devi,Garib Ekta Party,GEP,63,106788,0.1,9
Wazirpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0517.htm,Nota,None of the Above,NA,652,106788,0.6,10
Model Town,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0518.htm,Ashok Goel,Bharatiya Janata Party,BJP,52108,96318,54.1,1
Model Town,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0518.htm,Akhilesh Pati Tripathi,Aam Aadmi Party,AAP,38693,96318,40.2,2
Model Town,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0518.htm,Kanwar Karan Singh,Indian National Congress,CONG,3908,96318,4.1,3
Model Town,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0518.htm,Chunni Lal,Bahujan Samaj Party,BSP,372,96318,0.4,4
Model Town,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0518.htm,Roman Rashid,Independent,Ind.,224,96318,0.2,5
Model Town,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0518.htm,Chander Pal,Independent,Ind.,119,96318,0.1,6
Model Town,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0518.htm,Vivek Giri,Aapki Apni Party (Peoples),AAP(P),118,96318,0.1,7
Model Town,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0518.htm,Pankaj Kumar,Rashtravadi Janata Party,RJP,58,96318,0.1,8
Model Town,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0518.htm,Awdhesh Kumar Jha,Right to Recall Party,RRP,33,96318,0.0,9
Model Town,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0518.htm,Nota,None of the Above,NA,685,96318,0.7,10
Sadar Bazar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0519.htm,Som Dutt,Aam Aadmi Party,AAP,56177,118400,47.4,1
Sadar Bazar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0519.htm,Manoj Kumar Jindal,Bharatiya Janata Party,BJP,49870,118400,42.1,2
Sadar Bazar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0519.htm,Anil Bhardwaj,Indian National Congress,CONG,10057,118400,8.5,3
Sadar Bazar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0519.htm,Shail Kumari,Bahujan Samaj Party,BSP,709,118400,0.6,4
Sadar Bazar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0519.htm,Meenakshi Kumari,Bharatiya Liberal Party,BLP,247,118400,0.2,5
Sadar Bazar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0519.htm,Madhu Bala,Jai Maha Bharath Party,JMBP,213,118400,0.2,6
Sadar Bazar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0519.htm,Asha Rani,Socialist Unity Centre Of India (COMMUNIST),SUCOI(COMMUNIST),184,118400,0.2,7
Sadar Bazar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0519.htm,Anita Bansal,Asankhya Samaj Party,ASP,123,118400,0.1,8
Sadar Bazar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0519.htm,Ca Soharsh Gulgulia Jain,Jantantrik Samta Party,JSP,100,118400,0.1,9
Sadar Bazar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0519.htm,Laxmi Thakur Singhal,Abhinav Bharat Party,ABP,84,118400,0.1,10
Sadar Bazar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0519.htm,Umesh Rathor,Atulya Bharat Party,ABP,50,118400,0.0,11
Sadar Bazar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0519.htm,Nota,None of the Above,NA,586,118400,0.5,12
Chandni Chowk,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0520.htm,Punardeep Singh Sawhney (Sabby),Aam Aadmi Party,AAP,38993,71173,54.8,1
Chandni Chowk,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0520.htm,Satish Jain,Bharatiya Janata Party,BJP,22421,71173,31.5,2
Chandni Chowk,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0520.htm,Mudit Agarwal,Indian National Congress,CONG,9065,71173,12.7,3
Chandni Chowk,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0520.htm,Kali Charan,Bahujan Samaj Party,BSP,246,71173,0.3,4
Chandni Chowk,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0520.htm,Khalid Ur Rehman,Nationalist Congress Party,NCP,81,71173,0.1,5
Chandni Chowk,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0520.htm,Rahul Tiwari,Right to Recall Party,RRP,69,71173,0.1,6
Chandni Chowk,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0520.htm,Mohammad Mursaleen,Indian National Socialistic Action Forces,INSAF,45,71173,0.1,7
Chandni Chowk,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0520.htm,Nota,None of the Above,NA,253,71173,0.4,8
Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Aaley Mohammed Iqbal,Aam Aadmi Party,AAP,58120,84475,68.8,1
Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Deepti Indora,Bharatiya Janata Party,BJP,15396,84475,18.2,2
Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Asim Ahmed Khan,Indian National Congress,CONG,10295,84475,12.2,3
Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Tej Ram,Bahujan Samaj Party,BSP,130,84475,0.2,4
Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Amar Nath,Independent,Ind.,93,84475,0.1,5
Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Mohammad Ahmed Saifi,Independent,Ind.,60,84475,0.1,6
Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Mohd Javed,Nationalist Congress Party,NCP,56,84475,0.1,7
Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Bhagwan Dass,Independent,Ind.,35,84475,0.0,8
Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Firdous Ahmad,Independent,Ind.,31,84475,0.0,9
Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Moazam Khan,Independent,Ind.,31,84475,0.0,10
Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Zainuddin,Independent,Ind.,11,84475,0.0,11
Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Nota,None of the Above,NA,217,84475,0.3,12
Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Imran Hussain,Aam Aadmi Party,AAP,57004,98277,58.0,1
Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Kamal Bagri,Bharatiya Janata Party,BJP,27181,98277,27.7,2
Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Haroon Yusuf,Indian National Congress,CONG,13059,98277,13.3,3
Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Abrar,Aam Aadmi Parivartan Party,AAPP,224,98277,0.2,4
Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Sonu,Bahujan Samaj Party,BSP,190,98277,0.2,5
Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Babu Lal,Independent,Ind.,131,98277,0.1,6
Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Hansa,Independent,Ind.,77,98277,0.1,7
Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Mohd. Shadab,Independent,Ind.,72,98277,0.1,8
Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Md Haroon,Nationalist Congress Party,NCP,38,98277,0.0,9
Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Nota,None of the Above,NA,301,98277,0.3,10
Karol Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0523.htm,Vishesh Ravi,Aam Aadmi Party,AAP,52297,102794,50.9,1
Karol Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0523.htm,Dushyant Gautam,Bharatiya Janata Party,BJP,44867,102794,43.6,2
Karol Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0523.htm,Rahul Kumar,Indian National Congress,CONG,4252,102794,4.1,3
Karol Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0523.htm,Ranjeet,Bahujan Samaj Party,BSP,626,102794,0.6,4
Karol Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0523.htm,Shiv Kumar,Rashtriya Aikta Manch Party,RAMP,116,102794,0.1,5
Karol Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0523.htm,Deepak Kumar,Independent,Ind.,88,102794,0.1,6
Karol Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0523.htm,Nota,None of the Above,NA,548,102794,0.5,7
Patel Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0524.htm,Pravesh Ratn,Aam Aadmi Party,AAP,57512,117370,49.0,1
Patel Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0524.htm,Raaj Kumar Anand,Bharatiya Janata Party,BJP,53463,117370,45.6,2
Patel Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0524.htm,Krishna Tirath,Indian National Congress,CONG,4654,117370,4.0,3
Patel Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0524.htm,Ram Avtar,Bahujan Samaj Party,BSP,714,117370,0.6,4
Patel Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0524.htm,Ashok Kumar,Aazad Samaj Party (Kanshi Ram),ASP(KR),255,117370,0.2,5
Patel Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0524.htm,Nota,None of the Above,NA,772,117370,0.7,6
Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Harish Khurana,Bharatiya Janata Party,BJP,57565,109361,52.6,1
Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Shivcharan Goel,Aam Aadmi Party,AAP,45908,109361,42.0,2
Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Rajender Singh,Indian National Congress,CONG,3334,109361,3.0,3
Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Avinash Gupta,Bahujan Samaj Party,BSP,851,109361,0.8,4
Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Sadre Alam,Independent,Ind.,416,109361,0.4,5
Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Gauri Shankar,Independent,Ind.,170,109361,0.2,6
Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Gourav Bothra,Right to Recall Party,RRP,124,109361,0.1,7
Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Harish,Independent,Ind.,76,109361,0.1,8
Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Vishal Sahni,Voters Party  International,VPI,70,109361,0.1,9
Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Vijay Kumar Sharma,Rashtriya Manav Party,RMP,63,109361,0.1,10
Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Sanaullah,Nationalist Congress Party,NCP,60,109361,0.1,11
Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Mahesh Dubey,Bharatiya Liberal Party,BLP,35,109361,0.0,12
Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Nota,None of the Above,NA,689,109361,0.6,13
Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Kailash Gangwal,Bharatiya Janata Party,BJP,52019,112890,46.1,1
Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Rakhi Birla,Aam Aadmi Party,AAP,41120,112890,36.4,2
Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,J. P. Panwar,Indian National Congress,CONG,17958,112890,15.9,3
Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Roop Singh Ahirwar,Bahujan Samaj Party,BSP,321,112890,0.3,4
Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Dharamveer,Independent,Ind.,206,112890,0.2,5
Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Randhir Singh Tandi,Jai Maha Bharath Party,JMBP,204,112890,0.2,6
Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Ravi,Independent,Ind.,113,112890,0.1,7
Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Rohit Kashyap,Hamara Sahi Vikalp Party,HSVP,105,112890,0.1,8
Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Randhir Kumar,Asankhya Samaj Party,ASP,66,112890,0.1,9
Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Nota,None of the Above,NA,778,112890,0.7,10
Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Manjinder Singh Sirsa,Bharatiya Janata Party,BJP,64132,114806,55.9,1
Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,A Dhanwati Chandela A,Aam Aadmi Party,AAP,45942,114806,40.0,2
Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Dharam Pal Chandela,Indian National Congress,CONG,3198,114806,2.8,3
Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Shashi Pabha,Bahujan Samaj Party,BSP,288,114806,0.3,4
Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Karan Talwar,Aam Aadmi Parivartan Party,AAPP,225,114806,0.2,5
Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Jaya Raman,Sanjhi Virasat Party,SVP,89,114806,0.1,6
Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Vishal Sangwan,Right to Recall Party,RRP,84,114806,0.1,7
Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Kamla Devi,Aapki Apni Party (Peoples),AAP(P),65,114806,0.1,8
Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Nota,None of the Above,NA,783,114806,0.7,9
Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Shyam Sharma,Bharatiya Janata Party,BJP,50179,103040,48.7,1
Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Surinder Kumar Setia,Aam Aadmi Party,AAP,43547,103040,42.3,2
Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Prem Ballabh,Indian National Congress,CONG,4252,103040,4.1,3
Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Raj Kumari Dhillon,Independent,Ind.,3398,103040,3.3,4
Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Bindu Kumar,Bahujan Samaj Party,BSP,569,103040,0.6,5
Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Mayank Mehta,Independent,Ind.,98,103040,0.1,6
Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Sabir Khan,Independent,Ind.,91,103040,0.1,7
Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Mohan Lal Bhardwaj,Bharatheeya Jawan Kisan Party,BJKP,83,103040,0.1,8
Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Preetam Chand,Rashtriya Janshakti Party (Secular),RJP(S),81,103040,0.1,9
Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Ashok Kumar,Independent,Ind.,29,103040,0.0,10
Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Nota,None of the Above,NA,713,103040,0.7,11
Tilak Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0529.htm,Jarnail Singh,Aam Aadmi Party,AAP,52134,96503,54.0,1
Tilak Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0529.htm,Shveta Saini,Bharatiya Janata Party,BJP,40478,96503,41.9,2
Tilak Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0529.htm,Parvinder Singh Alias P S Bawa,Indian National Congress,CONG,2747,96503,2.8,3
Tilak Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0529.htm,Ashok Kumar Gautam,Bahujan Samaj Party,BSP,301,96503,0.3,4
Tilak Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0529.htm,Shweta,Independent,Ind.,145,96503,0.2,5
Tilak Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0529.htm,Rajiv Kumar Babbar,Independent,Ind.,91,96503,0.1,6
Tilak Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0529.htm,Nota,None of the Above,NA,607,96503,0.6,7
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Ashish Sood,Bharatiya Janata Party,BJP,68986,124819,55.3,1
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Parveen Kumar,Aam Aadmi Party,AAP,50220,124819,40.2,2
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Harbani Kaur,Indian National Congress,CONG,3345,124819,2.7,3
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Ravi Partap Rao,Bahujan Samaj Party,BSP,461,124819,0.4,4
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Praveen Kumar,Independent,Ind.,210,124819,0.2,5
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Praveen Kumar,Independent,Ind.,193,124819,0.2,6
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Altaf Ahmad,Independent,Ind.,183,124819,0.1,7
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Mohd Ojer,Azad Adhikar Sena,AAS,91,124819,0.1,8
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Md Naveen,Nationalist Congress Party,NCP,80,124819,0.1,9
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Chaman Lal Verma,Aam Janshakti Party,AJP,70,124819,0.1,10
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Dharam Veer,Suheldev Bharatiya Samaj Party,SBSP,61,124819,0.0,11
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Tarun Kumar Sharma,Independent,Ind.,60,124819,0.0,12
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Ashish Sood,Independent,Ind.,57,124819,0.0,13
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Kashmir Chand,Buland Bharat Party,BBP,48,124819,0.0,14
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Nizamuddin Khan,Adarshwaadi Congress Party,ACP,43,124819,0.0,15
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Raj Kumar,All India National Raksha Sena,AINRS,20,124819,0.0,16
Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Nota,None of the Above,NA,691,124819,0.6,17
Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Pankaj Kumar Singh,Bharatiya Janata Party,BJP,103955,211954,49.0,1
Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Mahinder Yadav,Aam Aadmi Party,AAP,95790,211954,45.2,2
Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Jitender Solanki,Indian National Congress,CONG,6358,211954,3.0,3
Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Krishna Thakur,Bahujan Samaj Party,BSP,2294,211954,1.1,4
Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Shejo Varghese,Communist Party of India,CPI,580,211954,0.3,5
Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Umesh Chauhan,Aazad Samaj Party (Kanshi Ram),ASP(KR),376,211954,0.2,6
Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Sharda Dixit,Socialist Unity Centre Of India (COMMUNIST),SUCOI(COMMUNIST),362,211954,0.2,7
Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Hira Lal Sah,Independent,Ind.,345,211954,0.2,8
Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Lala Ram,Bhartiya Panchsheel Party,BPP,270,211954,0.1,9
Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Aman Saini,Independent,Ind.,248,211954,0.1,10
Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Ranjeet Kumar,Rashtriya Manav Party,RMP,120,211954,0.1,11
Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Prem Pal Singh,Rashtriya Janshakti Party (Secular),RJP(S),69,211954,0.0,12
Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Raju Richariya,Rashtriya Rashtrawadi Party,RRP,60,211954,0.0,13
Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Nota,None of the Above,NA,1127,211954,0.5,14
Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Pawan Sharma,Bharatiya Janata Party,BJP,103613,196093,52.8,1
Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Posh Balyan,Aam Aadmi Party,AAP,73873,196093,37.7,2
Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Mukesh Sharma,Indian National Congress,CONG,15565,196093,7.9,3
Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Mani Ram,Bahujan Samaj Party,BSP,991,196093,0.5,4
Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Dinesh Kumar Sah,Independent,Ind.,206,196093,0.1,5
Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Journalist Ramesh Kumar Jain @ Nirbhik,Independent,Ind.,196,196093,0.1,6
Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Dushyant Thakur,Yuva Bharat Rashtraseva Party,YBRP,185,196093,0.1,7
Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Shyam Babu,Gareeb Aadmi Party,GAP,168,196093,0.1,8
Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Rajiv Bhrigukumar,Rashtriya Lok Janshakti Party,RLJP,79,196093,0.0,9
Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Nota,None of the Above,NA,1217,196093,0.6,10
Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Parduymn Singh Rajput,Bharatiya Janata Party,BJP,69137,139504,49.6,1
Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Vinay Mishra,Aam Aadmi Party,AAP,61308,139504,43.9,2
Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Adarsh Shastri,Indian National Congress,CONG,6773,139504,4.9,3
Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Pardeep Kumar,Bahujan Samaj Party,BSP,545,139504,0.4,4
Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Rameshwar Mahto,Rashtriya Manav Party,RMP,223,139504,0.2,5
Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Ashok Jindal,Independent,Ind.,172,139504,0.1,6
Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Aravendra Kumar,Suheldev Bharatiya Samaj Party,SBSP,131,139504,0.1,7
Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Rajneesh Kumar Jha,National Youth Party,NYP,130,139504,0.1,8
Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Gautam Singh Bihari,Independent,Ind.,104,139504,0.1,9
Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Mehar Charan,Samaj Vikas Kranti Party,SVKP,76,139504,0.1,10
